Tweet, Username, Created At, Retweets, Likes
 
Today our Prime Minister #NarendraModi ji did full overacting in #Kedarnath. He deserves Oscar for this. But I still couldn't get why does he do all this?? Why he is making mockery of himself?? Who gives him these kind of stupid idea?, Nagraj Returns, Sat May 18 22:16:22 2019, 7, 28, good, no

Videos of Najma and Nazneen, members the Vishal Bharat Sangh, are often used by the media to argue that #Muslim #women support #NarendraModi. ~ A report by @radhikabordiahttps://thewire.in/politics/varanasi-muslim-women-rss …, Mahtab महताब مہتاب, Sat May 18 20:57:41 2019, 54, 86

In the past few years, PM Narendra Modi faced constant criticism for never holding a press conference. Well, he finally held one and here's how people have reacted. #NarendraModi #India #AmitShah #BJP #RahulGandhi #Congress #BJP #PressConferencepic.twitter.com/EkYwFBEacc, ABP News, Sat May 18 20:03:56 2019, 33, 198,

#NarendraModi should send #PragyaSinghThakur back to jail and expel her from the #BJP ⁦@INCMumbai⁩ women protested at #augustkrantimaidan where the #quitIndiaMovement started ⁦@milinddeora⁩ ⁦@sushmitadevmp⁩pic.twitter.com/Avnu9BvYTO, Janet Dsouza, Sat May 18 19:25:21 2019, 5, 22,

A tongue-in-cheek headline in a Bengali newspaper on Saturday called PM #NarendraModi ‘Nirav’ (silent) referring to his silence at the ‘press conference’ on Friday, which saw a role reversal. #MuteModihttps://www.nationalheraldindia.com/india/any-method-in-the-madness-behind-nirav-modis-press-conference …, National Herald, Sat May 18 16:20:56 2019, 137, 330,

Exclusive ! Picture taken at Modi ji's second press conference . #NarendraModi #Kedarnath #KATZ #PICK kas108pic.twitter.com/CvcjJw0G96, Kasturi Shankar, Sat May 18 16:18:31 2019, 77, 766,

PM #NarendraModi, on a two-day tour to #Kedarnath and #Badrinath, is currently meditating at a holy cave in the Uttarakhand hills. Follow LIVE updates here: https://bit.ly/2LPHtYt pic.twitter.com/emHhHv05TG, Firstpost, Sat May 18 15:24:37 2019, 18, 63,

#AshokLavasa ji, India is proud of you! You are truly a VERTICAL MAN! "Let us honour if we can The VERTICAL MAN, Though we value [nay, #NarendraModi values] none But the HORIZONTAL ONE." - W H Auden https://twitter.com/thewire_in/status/1129643104640782344 …, Sudheendra Kulkarni, Sat May 18 14:29:21 2019, 29, 76,

#LokSabhaElections2019 | With #BJP's campaigns done and dusted, PM #NarendraModi visited his old favourite #Kedarnath for the fourth time in 3 years on Saturday. The PM held meetings and offered prayers. Follow LIVE updates here: https://bit.ly/2M6jtk7 pic.twitter.com/GRhFU6fRfb, Firstpost, Sat May 18 13:23:17 2019, 23, 138,

"The interesting thing about this #election campaign has been that Mr #NarendraModi has spoken more about my family than he has spoken about his policies and plans for the next five years." - #Congress general secretary @PriyankaGandhi said From @the_hinduhttps://www.thehindu.com/elections/lok-sabha-2019/priyanka-gandhi-vadra-interview-i-am-willing-to-be-anything-my-party-wants-me-to-be/article27165049.ece/amp/?__twitter_impression=true …, KilaFateh #5YearsSuffering, Sat May 18 12:35:41 2019, 21, 22,

The Telegraph front page today #loksabhaelections2019 #narendramodi pic.twitter.com/PXOFYdkNpw, Madhavan Narayanan, Sat May 18 11:59:25 2019, 14, 31,

I would not shy away from saying this today that the only mistake #NarendraModi did in his 5 yrs as PM was practically on his last day as PM before final #phase7 polls.  He Publicly reprimanded #SadhviPragya for saying what was her personal opinion about #NathuramGodse, Kislay किसलय 🇮🇳, Sat May 18 10:12:17 2019, 5, 8,

Prime Minister #NarendraModi lands in #Kedarnath, he will offer prayers at Kedarnath temple shortly https://www.abplive.in/india-news/modi-to-offer-prayers-at-kedarnath-badrinath-today-ec-okay-with-pm-visit-to-himalayan-shrines-991932 …pic.twitter.com/wusuDodZyc, ABP News, Sat May 18 09:39:34 2019, 9, 120,

Taking a cue from @smitaprakash - why let science and facts come in the way of a good meme. (Why do I get the feeling that even the @IndianExpress has turned into "pliable" media after that #KhanMarket interview?) https://indianexpress.com/article/explained/pm-modi-clouds-radar-interview-balakot-strikes-pakistan-5734208/ … #balakotairstrikes #clouds #NarendraModi, GhoseSpot, Sat May 18 09:39:29 2019, 4, 34,

Members of campaign also wrote articles and rebuttals on different popular media platform to bust the negative and false propaganda against Modi Sarkar. #academics4namo #NarendraModi @narendramodi @PMOIndia, Atul Kushwaha, Sat May 18 09:32:54 2019, 7, 47,

#academics4namo believes that PM #narendramodi shud be given another term. @pachauri_anoop @UP_Silk, Satyadev Pachauri, Sat May 18 08:00:49 2019, 5, 33,

Two brilliant rejoinders to @TheEconomist’s rather jaundiced piece on @narendramodi and #IndiaElections2019 @APanagariya #NarendraModi #TheEconomistpic.twitter.com/Y0cfawIcgc, GhoseSpot, Sat May 18 00:14:06 2019, 9, 33,

Senior BJP leader and Prime Minister #NarendraModi says, last mile delivery is the hallmark of the #NDA government. #PollsWithAIR | #LokSabhaElections2019, All India Radio News, Fri May 17 23:16:38 2019, 13, 110,

#Trecking towards #Kedarnath Temple was really a joyful experience. Thanks to #NarendraModi For making WiFi and mobile network available through out the journey. pic.twitter.com/JAd9BVKkzR, Rohit Jha, Fri May 17 22:55:23 2019, 31, 161,

#NarendraModi is an actor, talks like Asrani in Sholay: #PriyankaGandhihttps://www.financialexpress.com/elections/modi-is-an-actor-talks-like-asrani-in-sholay-priyanka-gandhi/1581541/ …, Financial Express, Fri May 17 22:31:20 2019, 17, 85,

A large number of #BJP workers from #Gujarat have arrived in #Varanasi to ensure that PM #NarendraModi’s victory margin goes up. But even in the absence of a strong opposition, they are being made to toil hard. #LokSabhaElections2019https://www.nationalheraldindia.com/opinion/business-in-varanasi-in-bad-shape-no-walkover-for-pm-modi-just-yet …, National Herald, Fri May 17 20:30:00 2019, 15, 26,

Big thanks to to you #NarendraModi Ji for this appreciable statement against the stupidity of #SadhviPragya @BJP4India @Ramlal @shaziailmihttps://twitter.com/republic/status/1129325775763542016 …, Anshul Srivastava, Fri May 17 20:16:44 2019, 8, 42,

Billed as Prime Minister #NarendraModi’s first press conference by breathless TV channels, a briefing by #BJP president #AmitShah on Friday ended with the PM not taking any question from BJP beat reporters. #LokSabhaElections2019https://www.nationalheraldindia.com/india/rahul-congratulates-modi-on-first-press-conference-says-next-time-shah-may-allow-him-to-answer-questions …, National Herald, Fri May 17 19:01:31 2019, 60, 153,

Talking about farmers' distress, Priyanka Gandhi called PM Modi 'the world's best actor'. Rahul Gandhi continues to mock him on Twitter. #PriyankaGandhi #NarendraModi #RahulGandhi #BJP #Congress #India #Politicspic.twitter.com/CTgT5TnaV5, ABP News, Fri May 17 18:55:56 2019, 33, 160,

Prime Minister Modi almost legitimises Satta Bazaar by discussing numbers and rates "Satta market betted 150 for Congress and 218 for BJP" #ModiPressConference #NarendraModi https://www.khabarbar.com/politics/narendra-modi-press-conference/ …, Khabar Bar, Fri May 17 18:43:44 2019, 59, 83,

Press Conference or Press Appearance? Twitter taunts PM #NarendraModi for not taking questions during media interaction #LokSabhaElections2019  Details here: https://www.abplive.in/election/pm-modi-press-conference-or-press-appearance-twitter-taunts-pm-for-not-taking-questions-during-media-interaction-991602 …pic.twitter.com/B61Ll8eoMM, ABP News, Fri May 17 18:30:51 2019, 14, 74,

Heard a good one. #NarendraModi owes a big thanks to #Tina TINA = There is no alternative , Suchitra Krishnamoorthi, Fri May 17 18:13:54 2019, 7, 82,

